epoch,accuracy,loss,val_accuracy,val_loss
0,0.11682785302400589,3.50229549407959,0.06499999761581421,2.9815587997436523
1,0.28820115327835083,2.5023131370544434,0.11999999731779099,2.978370428085327
2,0.43868473172187805,1.871025562286377,0.05999999865889549,2.8736395835876465
3,0.5729206800460815,1.3297126293182373,0.14000000059604645,2.8110086917877197
4,0.6866537928581238,0.9650379419326782,0.18000000715255737,2.4752912521362305
5,0.740812361240387,0.7750717401504517,0.1599999964237213,3.1598806381225586
6,0.7972920536994934,0.613706648349762,0.3199999928474426,2.24127197265625
7,0.8363636136054993,0.49891945719718933,0.20499999821186066,3.5998363494873047
8,0.8680850863456726,0.4072217345237732,0.32499998807907104,3.207622766494751
9,0.8839458227157593,0.35338395833969116,0.2800000011920929,4.953138828277588
10,0.9079303741455078,0.28122034668922424,0.3400000035762787,3.9318714141845703
11,0.9210831522941589,0.24764765799045563,0.25,5.412294387817383
12,0.9388781189918518,0.20740683376789093,0.375,4.448609828948975
13,0.9350096583366394,0.19297544658184052,0.3799999952316284,4.957787990570068
14,0.9381044507026672,0.1909792125225067,0.38999998569488525,3.0280027389526367
15,0.9431334733963013,0.16653889417648315,0.3100000023841858,4.645158767700195
16,0.9644100666046143,0.12742950022220612,0.39500001072883606,3.9063074588775635
17,0.9647969007492065,0.12050379812717438,0.44999998807907104,3.0637173652648926
18,0.9628626704216003,0.12228397279977798,0.2199999988079071,7.965567588806152
19,0.964023232460022,0.11229746043682098,0.3700000047683716,3.7399468421936035
20,0.9667311310768127,0.10395947843790054,0.33000001311302185,3.7805280685424805
21,0.9740812182426453,0.08301933854818344,0.4000000059604645,3.57694935798645
22,0.9849129319190979,0.06652619689702988,0.39500001072883606,4.097706317901611
23,0.9756286144256592,0.07645653933286667,0.4399999976158142,3.642606496810913
24,0.9760154485702515,0.07983268052339554,0.4000000059604645,4.008712291717529
25,0.9845260977745056,0.05990294739603996,0.38999998569488525,3.2000932693481445
26,0.9767891764640808,0.07268122583627701,0.4000000059604645,4.109375476837158
27,0.9860734939575195,0.05822208896279335,0.44999998807907104,2.822094678878784
28,0.9880077242851257,0.048059891909360886,0.4000000059604645,3.472519636154175
29,0.9864603281021118,0.05281763896346092,0.3700000047683716,3.4410414695739746
30,0.9864603281021118,0.04770434647798538,0.41999998688697815,3.1119797229766846
31,0.9849129319190979,0.05113927274942398,0.41499999165534973,4.497251510620117
32,0.9860734939575195,0.05257974937558174,0.4699999988079071,3.8038735389709473
33,0.9845260977745056,0.049732331186532974,0.3700000047683716,3.3318967819213867
34,0.9829787015914917,0.05672215297818184,0.3449999988079071,4.525940418243408
35,0.9911025166511536,0.033566247671842575,0.36500000953674316,4.0626091957092285
36,0.9895551204681396,0.03788415342569351,0.35499998927116394,3.6513617038726807
37,0.990328848361969,0.036432474851608276,0.38999998569488525,4.099061012268066
38,0.9864603281021118,0.04180583357810974,0.3499999940395355,4.982069969177246
39,0.9880077242851257,0.04044681042432785,0.38499999046325684,4.676828384399414
40,0.9880077242851257,0.03954972326755524,0.4000000059604645,3.7529799938201904
41,0.9907156825065613,0.034859608858823776,0.44999998807907104,3.7445104122161865
42,0.9895551204681396,0.036385808140039444,0.4050000011920929,3.8390471935272217
43,0.990328848361969,0.03294956311583519,0.4099999964237213,3.9777896404266357
44,0.9914893507957458,0.029005838558077812,0.3700000047683716,4.075207710266113
45,0.9856866598129272,0.03967038914561272,0.42500001192092896,5.302043437957764
46,0.9911025166511536,0.03344989940524101,0.45500001311302185,3.4598042964935303
47,0.9856866598129272,0.04418953135609627,0.41999998688697815,5.538378715515137
48,0.988394558429718,0.04047729820013046,0.42500001192092896,3.613807439804077
49,0.9907156825065613,0.0287418644875288,0.38999998569488525,3.8347368240356445
50,0.9864603281021118,0.04084343835711479,0.375,4.529649257659912
51,0.9907156825065613,0.03141234070062637,0.4449999928474426,3.164355516433716
52,0.9907156825065613,0.033517803996801376,0.35499998927116394,4.4388532638549805
53,0.9868472218513489,0.04083351418375969,0.375,3.7322187423706055
54,0.9825918674468994,0.056447166949510574,0.4300000071525574,3.197175979614258
55,0.9864603281021118,0.04912640154361725,0.26499998569488525,8.01086139678955
56,0.9930367469787598,0.02925971709191799,0.46000000834465027,4.815792083740234
57,0.9818181991577148,0.05820333585143089,0.3449999988079071,6.957881450653076
58,0.988394558429718,0.04342404007911682,0.26499998569488525,6.093749523162842
59,0.9802708029747009,0.05693604797124863,0.3700000047683716,4.409264087677002
60,0.988394558429718,0.04426824301481247,0.4699999988079071,3.8909554481506348
61,0.9864603281021118,0.03695105388760567,0.3700000047683716,4.43801212310791
62,0.988394558429718,0.0351070798933506,0.4300000071525574,3.79494571685791
63,0.9891682863235474,0.03401800990104675,0.4300000071525574,3.861476421356201
64,0.9914893507957458,0.02878768928349018,0.45500001311302185,2.9135117530822754
65,0.9899419546127319,0.03347755968570709,0.4050000011920929,4.368802070617676
66,0.9891682863235474,0.033491287380456924,0.36500000953674316,3.376469612121582
67,0.9849129319190979,0.04125544801354408,0.3149999976158142,4.974118709564209
68,0.9922630786895752,0.026697155088186264,0.44999998807907104,3.5755066871643066
69,0.9930367469787598,0.026068206876516342,0.4350000023841858,4.050578594207764
70,0.9945841431617737,0.022131402045488358,0.44999998807907104,2.7720072269439697
71,0.9926499128341675,0.020520295947790146,0.4399999976158142,4.7396955490112305
72,0.9965183734893799,0.016415420919656754,0.4699999988079071,3.7796149253845215
73,0.9965183734893799,0.016404828056693077,0.42500001192092896,3.548884868621826
74,0.9930367469787598,0.022163422778248787,0.41499999165534973,3.254138231277466
75,0.9926499128341675,0.022249115630984306,0.375,4.3146586418151855
76,0.9945841431617737,0.01696736179292202,0.4050000011920929,4.211520195007324
