epoch,accuracy,loss,val_accuracy,val_loss
0,0.880471408367157,0.3738954961299896,0.4336283206939697,2.9993410110473633
1,0.9006733894348145,0.33465576171875,0.3097345232963562,2.955284357070923
2,0.8939393758773804,0.3652978539466858,0.36283186078071594,3.1610209941864014
3,0.9090909361839294,0.32004550099372864,0.4336283206939697,3.0040440559387207
4,0.880471408367157,0.3678544759750366,0.3008849620819092,3.3288819789886475
5,0.8872053623199463,0.3547670841217041,0.4601770043373108,3.0952067375183105
6,0.8821548819541931,0.3663926422595978,0.37168142199516296,3.1447653770446777
7,0.9023569226264954,0.3409787714481354,0.4336283206939697,3.034041404724121
8,0.8939393758773804,0.3274235725402832,0.40707963705062866,3.0926222801208496
9,0.8787878751754761,0.37042179703712463,0.4336283206939697,2.9319262504577637
10,0.9259259104728699,0.2798222005367279,0.4159291982650757,3.191986322402954
11,0.8989899158477783,0.3241289556026459,0.389380544424057,3.1265220642089844
12,0.9208754301071167,0.28748753666877747,0.40707963705062866,3.006211996078491
13,0.8872053623199463,0.3512546122074127,0.29203540086746216,4.24675989151001
14,0.8922559022903442,0.3285023868083954,0.3539822995662689,3.29833722114563
15,0.9074074029922485,0.3079797029495239,0.3097345232963562,3.4856507778167725
16,0.9225589036941528,0.2768082618713379,0.44247788190841675,3.074399709701538
17,0.9040403962135315,0.30289512872695923,0.4159291982650757,3.3029747009277344
18,0.9023569226264954,0.31821247935295105,0.3185840845108032,4.001550674438477
19,0.9124578833580017,0.26703667640686035,0.3185840845108032,3.8245105743408203
20,0.9242424368858337,0.2630031704902649,0.29203540086746216,4.180634021759033
21,0.9242424368858337,0.2608727216720581,0.4336283206939697,3.2613282203674316
22,0.9141414165496826,0.27996939420700073,0.3539822995662689,3.45007586479187
23,0.9208754301071167,0.25090235471725464,0.3539822995662689,3.4538376331329346
24,0.868686854839325,0.40403449535369873,0.28318583965301514,3.8318793773651123
25,0.8468013405799866,0.4753667116165161,0.28318583965301514,4.157027721405029
26,0.8451178669929504,0.4901139438152313,0.3008849620819092,3.2111732959747314
27,0.9006733894348145,0.307598352432251,0.3539822995662689,3.149554491043091
28,0.9141414165496826,0.27252617478370667,0.3451327383518219,3.3375067710876465
29,0.8939393758773804,0.31807538866996765,0.39823007583618164,3.2105507850646973
30,0.8838383555412292,0.3541002869606018,0.3451327383518219,3.373034715652466
31,0.9208754301071167,0.26675501465797424,0.4159291982650757,2.931227684020996
32,0.8569023609161377,0.43257686495780945,0.2300885021686554,4.652487277984619
33,0.8316498398780823,0.5100507140159607,0.2654867172241211,3.688873291015625
34,0.819865345954895,0.5546493530273438,0.28318583965301514,3.1657967567443848
35,0.8367003202438354,0.5298326015472412,0.20353981852531433,3.7617270946502686
36,0.8030303120613098,0.5680804252624512,0.29203540086746216,3.303784132003784
37,0.8585858345031738,0.4655189514160156,0.2743362784385681,3.221088171005249
38,0.8215488195419312,0.5353908538818359,0.32743361592292786,3.63854718208313
39,0.7996633052825928,0.5826653838157654,0.2300885021686554,4.042156219482422
40,0.7979797720909119,0.5996030569076538,0.20353981852531433,5.501899719238281
41,0.8316498398780823,0.5213848948478699,0.28318583965301514,3.775963544845581
42,0.8737373948097229,0.4027448892593384,0.3185840845108032,3.412158966064453
43,0.8383838534355164,0.49519413709640503,0.20353981852531433,4.399402618408203
44,0.8063973188400269,0.5838916897773743,0.32743361592292786,2.865373134613037
45,0.8400673270225525,0.45932334661483765,0.3539822995662689,4.0678863525390625
46,0.8737373948097229,0.36744770407676697,0.2654867172241211,3.908571720123291
47,0.8400673270225525,0.4536386728286743,0.38053098320961,3.2991092205047607
48,0.8518518805503845,0.4606560170650482,0.4247787594795227,3.057891607284546
49,0.8872053623199463,0.3405998647212982,0.32743361592292786,3.5320167541503906
50,0.9006733894348145,0.32146599888801575,0.3097345232963562,3.417567729949951
51,0.8703703880310059,0.3549070954322815,0.32743361592292786,3.7829551696777344
52,0.8888888955116272,0.33010104298591614,0.38053098320961,3.1978368759155273
53,0.8703703880310059,0.3541947603225708,0.4247787594795227,2.9983584880828857
54,0.8872053623199463,0.3575075566768646,0.3362831771373749,3.250347852706909
55,0.9040403962135315,0.34120091795921326,0.38053098320961,3.2231647968292236
56,0.9175084233283997,0.2740970253944397,0.3362831771373749,3.148458480834961
57,0.8956229090690613,0.3212052881717682,0.4247787594795227,3.3937630653381348
58,0.9107744097709656,0.2684336304664612,0.39823007583618164,2.985567569732666
59,0.9006733894348145,0.304483562707901,0.3097345232963562,3.5926616191864014
60,0.8989899158477783,0.3000631332397461,0.2654867172241211,4.352982044219971
61,0.875420868396759,0.35984307527542114,0.39823007583618164,3.129971504211426
62,0.9107744097709656,0.27098196744918823,0.3451327383518219,3.271465301513672
63,0.9175084233283997,0.28787440061569214,0.4159291982650757,3.0401957035064697
64,0.8905723690986633,0.33039793372154236,0.3185840845108032,3.5491340160369873
65,0.9057239294052124,0.317448228597641,0.389380544424057,3.3319952487945557
66,0.9057239294052124,0.2833741009235382,0.3451327383518219,3.2050392627716064
67,0.9259259104728699,0.23804275691509247,0.3362831771373749,3.442744255065918
68,0.9158248901367188,0.26880979537963867,0.389380544424057,3.211188316345215
69,0.941077470779419,0.21382573246955872,0.3451327383518219,3.5293643474578857
70,0.9023569226264954,0.3091295063495636,0.3097345232963562,3.8047685623168945
71,0.9023569226264954,0.31018906831741333,0.3362831771373749,3.415296792984009
72,0.9057239294052124,0.28534650802612305,0.4159291982650757,3.2190334796905518
73,0.9309764504432678,0.22581137716770172,0.36283186078071594,3.110525369644165
74,0.9478114247322083,0.18620918691158295,0.40707963705062866,3.0418155193328857
75,0.9292929172515869,0.24050980806350708,0.389380544424057,3.4486331939697266
76,0.9191918969154358,0.26111355423927307,0.4247787594795227,2.9800243377685547
77,0.9191918969154358,0.26157036423683167,0.37168142199516296,3.0079007148742676
78,0.8703703880310059,0.39384734630584717,0.24778760969638824,3.921966314315796
79,0.8636363744735718,0.4146791994571686,0.4336283206939697,3.327268362045288
80,0.9191918969154358,0.24795159697532654,0.4247787594795227,3.1829278469085693
81,0.9225589036941528,0.23532235622406006,0.4247787594795227,2.983091115951538
82,0.9242424368858337,0.2523499131202698,0.3539822995662689,3.6201298236846924
83,0.9191918969154358,0.2165776491165161,0.4159291982650757,3.0362892150878906
84,0.9427609443664551,0.21035483479499817,0.4159291982650757,3.3044958114624023
85,0.939393937587738,0.20405521988868713,0.389380544424057,3.4534592628479004
86,0.9528619647026062,0.18779410421848297,0.3539822995662689,3.552053213119507
87,0.9158248901367188,0.24686722457408905,0.38053098320961,3.3311927318573
88,0.9023569226264954,0.3052333891391754,0.3185840845108032,3.360841989517212
89,0.8956229090690613,0.28975534439086914,0.36283186078071594,3.210392475128174
90,0.9276094436645508,0.20862403512001038,0.389380544424057,3.0986011028289795
91,0.9242424368858337,0.24531108140945435,0.4247787594795227,2.960040330886841
92,0.9309764504432678,0.2115875631570816,0.36283186078071594,3.1742336750030518
93,0.9208754301071167,0.251006156206131,0.47787609696388245,2.955599069595337
94,0.9276094436645508,0.205997496843338,0.5132743120193481,2.7987453937530518
95,0.9595959782600403,0.1493753045797348,0.4247787594795227,3.3231778144836426
96,0.9377104640007019,0.19514097273349762,0.3539822995662689,3.667811870574951
97,0.932659924030304,0.2252674102783203,0.3362831771373749,3.0521700382232666
98,0.9444444179534912,0.19073499739170074,0.38053098320961,3.8760597705841064
99,0.9444444179534912,0.1848921924829483,0.4601770043373108,3.123807907104492
100,0.9579124450683594,0.15431095659732819,0.39823007583618164,3.6983230113983154
101,0.9461279511451721,0.18523049354553223,0.389380544424057,3.5280685424804688
102,0.941077470779419,0.16559894382953644,0.38053098320961,3.1693098545074463
103,0.9141414165496826,0.2291024774312973,0.3451327383518219,3.865398406982422
104,0.9259259104728699,0.25763577222824097,0.37168142199516296,3.640674352645874
105,0.9276094436645508,0.22102686762809753,0.44247788190841675,3.2221858501434326
106,0.9259259104728699,0.2201593518257141,0.38053098320961,3.2527458667755127
107,0.9427609443664551,0.19521135091781616,0.40707963705062866,3.6810810565948486
108,0.939393937587738,0.18529774248600006,0.40707963705062866,3.3505098819732666
109,0.9444444179534912,0.18568551540374756,0.39823007583618164,3.409259080886841
110,0.9612794518470764,0.1468302458524704,0.4159291982650757,3.4201672077178955
111,0.9494949579238892,0.17510920763015747,0.45132744312286377,3.337148427963257
112,0.9141414165496826,0.26692715287208557,0.3539822995662689,3.694781541824341
113,0.9309764504432678,0.20050616562366486,0.2566371560096741,4.542473793029785
114,0.9006733894348145,0.2551131844520569,0.36283186078071594,3.7415246963500977
115,0.9090909361839294,0.25874218344688416,0.32743361592292786,4.280738830566406
116,0.9276094436645508,0.22019927203655243,0.3451327383518219,3.472338914871216
117,0.9158248901367188,0.22798185050487518,0.5132743120193481,3.2375638484954834
118,0.9478114247322083,0.17482741177082062,0.389380544424057,3.427830696105957
119,0.9309764504432678,0.21670563519001007,0.36283186078071594,3.281017780303955
120,0.941077470779419,0.2047910839319229,0.32743361592292786,3.8835246562957764
121,0.941077470779419,0.18788309395313263,0.37168142199516296,3.7427444458007812
122,0.9225589036941528,0.2393544465303421,0.23893804848194122,4.10120153427124
123,0.932659924030304,0.20326843857765198,0.3185840845108032,3.5224053859710693
124,0.9494949579238892,0.18923750519752502,0.47787609696388245,3.2430520057678223
125,0.9444444179534912,0.19806498289108276,0.32743361592292786,4.224273204803467
126,0.9343434572219849,0.220854714512825,0.389380544424057,3.679807424545288
127,0.9377104640007019,0.17744393646717072,0.44247788190841675,2.9939632415771484
128,0.9595959782600403,0.14752230048179626,0.45132744312286377,3.576850175857544
129,0.9494949579238892,0.17255015671253204,0.38053098320961,3.1603305339813232
130,0.9579124450683594,0.145090714097023,0.37168142199516296,3.416278839111328
131,0.9545454382896423,0.16249635815620422,0.4601770043373108,3.469477891921997
132,0.9343434572219849,0.20013827085494995,0.3097345232963562,3.5749199390411377
133,0.8619528412818909,0.43108782172203064,0.1946902722120285,6.991024971008301
134,0.8501683473587036,0.50321364402771,0.3539822995662689,4.113863468170166
135,0.9141414165496826,0.2775803506374359,0.44247788190841675,3.399611711502075
136,0.9478114247322083,0.18398648500442505,0.44247788190841675,3.398127794265747
137,0.9259259104728699,0.20996466279029846,0.3539822995662689,4.3253703117370605
138,0.9562289714813232,0.15036265552043915,0.4159291982650757,3.2591092586517334
139,0.9579124450683594,0.15372173488140106,0.3185840845108032,3.965684175491333
140,0.9478114247322083,0.16275864839553833,0.4159291982650757,3.25985050201416
141,0.9528619647026062,0.16313409805297852,0.4247787594795227,3.174816846847534
142,0.9646464586257935,0.14302374422550201,0.37168142199516296,3.9622535705566406
143,0.9612794518470764,0.15744289755821228,0.4159291982650757,3.54822039604187
144,0.9663299918174744,0.12588845193386078,0.37168142199516296,3.8984949588775635
145,0.9478114247322083,0.16258901357650757,0.4247787594795227,3.461369514465332
146,0.9444444179534912,0.1780010610818863,0.38053098320961,3.875265121459961
147,0.9562289714813232,0.1695692241191864,0.48672565817832947,3.2959630489349365
148,0.939393937587738,0.18995876610279083,0.4159291982650757,3.3710293769836426
149,0.9511784315109253,0.18301376700401306,0.3451327383518219,3.7256181240081787
150,0.9545454382896423,0.13645850121974945,0.4336283206939697,3.2665908336639404
151,0.9595959782600403,0.1178179383277893,0.48672565817832947,3.2296338081359863
152,0.9528619647026062,0.1617347002029419,0.4247787594795227,3.223674774169922
153,0.9595959782600403,0.10665170848369598,0.4247787594795227,3.5565013885498047
154,0.9646464586257935,0.12259551137685776,0.44247788190841675,3.667142868041992
155,0.9545454382896423,0.15961283445358276,0.3362831771373749,3.6986193656921387
156,0.9629629850387573,0.15513305366039276,0.44247788190841675,3.2960567474365234
157,0.9511784315109253,0.16520240902900696,0.4690265357494354,3.1951816082000732
158,0.9713804721832275,0.12035341560840607,0.4159291982650757,3.8003880977630615
159,0.9478114247322083,0.17967116832733154,0.38053098320961,3.845393180847168
160,0.9545454382896423,0.15280890464782715,0.3451327383518219,3.6457555294036865
161,0.9562289714813232,0.13209111988544464,0.44247788190841675,3.4094550609588623
162,0.9494949579238892,0.15600240230560303,0.45132744312286377,3.1769495010375977
163,0.9511784315109253,0.1631946712732315,0.36283186078071594,3.6316304206848145
164,0.9309764504432678,0.21067416667938232,0.4336283206939697,3.197052001953125
165,0.9629629850387573,0.1498679518699646,0.32743361592292786,4.01306676864624
166,0.936026930809021,0.1784018874168396,0.36283186078071594,3.6906187534332275
167,0.9646464586257935,0.11832977831363678,0.47787609696388245,3.3867413997650146
168,0.9528619647026062,0.14135205745697021,0.37168142199516296,3.64054536819458
169,0.9680134654045105,0.11489523947238922,0.44247788190841675,3.5055253505706787
170,0.9781144857406616,0.08295754343271255,0.44247788190841675,3.3408615589141846
171,0.9444444179534912,0.15219320356845856,0.3362831771373749,3.895556926727295
172,0.9595959782600403,0.1450982391834259,0.3362831771373749,4.325874328613281
173,0.9562289714813232,0.16630497574806213,0.28318583965301514,4.1251373291015625
174,0.9309764504432678,0.21257242560386658,0.3008849620819092,3.9536566734313965
175,0.9562289714813232,0.158220574259758,0.38053098320961,4.014529228210449
176,0.9511784315109253,0.1526758223772049,0.36283186078071594,3.9315311908721924
177,0.9629629850387573,0.11079765111207962,0.39823007583618164,4.020766735076904
178,0.9292929172515869,0.21242637932300568,0.3362831771373749,4.141528606414795
179,0.9528619647026062,0.13204362988471985,0.4336283206939697,3.6919445991516113
180,0.9747474789619446,0.09309537708759308,0.36283186078071594,3.703554391860962
181,0.9646464586257935,0.1263463944196701,0.4159291982650757,3.9478774070739746
182,0.9225589036941528,0.2436303049325943,0.32743361592292786,3.5473716259002686
183,0.9545454382896423,0.13268563151359558,0.4247787594795227,3.3520383834838867
184,0.9528619647026062,0.14884652197360992,0.4601770043373108,3.297182559967041
185,0.9478114247322083,0.18764472007751465,0.3362831771373749,3.7029385566711426
186,0.9141414165496826,0.24501320719718933,0.4247787594795227,3.486325979232788
187,0.939393937587738,0.2122311145067215,0.4159291982650757,3.5705761909484863
188,0.9579124450683594,0.14049650728702545,0.45132744312286377,3.491546154022217
189,0.9713804721832275,0.10449519008398056,0.40707963705062866,3.528045415878296
190,0.9730639457702637,0.1036960557103157,0.3539822995662689,4.179690837860107
191,0.9595959782600403,0.13100546598434448,0.389380544424057,3.750291109085083
192,0.9680134654045105,0.11781179904937744,0.4336283206939697,3.829620122909546
193,0.9612794518470764,0.12537448108196259,0.40707963705062866,3.863095998764038
194,0.9646464586257935,0.1159294992685318,0.38053098320961,3.931549072265625
